measured_at,repo,stars,pushed_days,user_issues_30d
2026-09-13T17:47:29.177340+00:00,wanshuiyin/Auto-claude-code-research-in-sleep,16080,2,10
2026-09-13T17:47:29.177340+00:00,wshobson/agents,39625,0,12
2026-09-13T17:47:29.177340+00:00,xbtlin/ai-berkshire,16322,1,4
2026-09-13T17:47:29.177340+00:00,xingkongliang/skills-manager,4702,5,49
2026-09-13T17:47:29.177340+00:00,zhinkgit/embeddedskills,661,10,0
2026-09-13T17:47:29.177340+00:00,23blocks-OS/ai-maestro,780,3,3
2026-09-13T17:47:29.177340+00:00,Agent-Field/agentfield,2559,1,18
2026-09-13T17:47:29.177340+00:00,Atmosphere/atmosphere,3810,2,0
2026-09-13T17:47:29.177340+00:00,Yuan-lab-LLM/ClawManager,1896,0,2
2026-09-13T17:47:29.177340+00:00,aannoo/claude-hook-comms,490,0,14
2026-09-13T17:47:29.177340+00:00,aannoo/hcom,490,0,14
2026-09-13T17:47:29.177340+00:00,aeonfun/aeon,726,0,2
2026-09-13T17:47:29.177340+00:00,agentlas-ai/Agentlas-OS,1109,0,2
2026-09-13T17:47:29.177340+00:00,agentrq/agentrq,1115,0,0
2026-09-13T17:47:29.177340+00:00,agentscope-ai/AgentTeams,5615,2,16
2026-09-13T17:47:29.177340+00:00,builderz-labs/mission-control,6214,2,6
2026-09-13T17:47:29.177340+00:00,compozy/compozy,2747,0,28
2026-09-13T17:47:29.177340+00:00,conductor-oss/conductor,32198,0,14
2026-09-13T17:47:29.177340+00:00,dataelement/bisheng,11953,0,2
2026-09-13T17:47:29.177340+00:00,desplega-ai/agent-swarm,768,0,6
2026-09-13T17:47:29.177340+00:00,durable-streams/durable-streams,1693,3,2
2026-09-13T17:47:29.177340+00:00,google/ax,2003,11,0
2026-09-13T17:47:29.177340+00:00,hatchet-dev/hatchet,7931,0,11
2026-09-13T17:47:29.177340+00:00,herdrdev/herdr,38172,0,55
2026-09-13T17:47:29.177340+00:00,iflytek/astron-agent,8995,3,1
2026-09-13T17:47:29.177340+00:00,moltis-org/moltis,2858,0,12
2026-09-13T17:47:29.177340+00:00,rivet-dev/actors,6124,0,7
2026-09-13T17:47:29.177340+00:00,DeusData/codebase-memory-mcp,43101,0,53
2026-09-13T17:47:29.177340+00:00,EverMind-AI/EverOS,12925,4,6
2026-09-13T17:47:29.177340+00:00,EvoMap/evolver,9069,1,8
2026-09-13T17:47:29.177340+00:00,MaxFreedomPollard/Compartment,586,2,0
2026-09-13T17:47:29.177340+00:00,MemPalace/mempalace,59034,0,27
2026-09-13T17:47:29.177340+00:00,MemTensor/MemOS,11305,4,29
2026-09-13T17:47:29.177340+00:00,caura-ai/caura,501,0,11
2026-09-13T17:47:29.177340+00:00,chunkhound/chunkhound,1430,2,4
2026-09-13T17:47:29.177340+00:00,eugeniughelbur/obsidian-second-brain,4438,6,36
2026-09-13T17:47:29.177340+00:00,gastownhall/beads,27116,0,31
2026-09-13T17:47:29.177340+00:00,headroomlabs-ai/headroom,71876,0,23
2026-09-13T17:47:29.177340+00:00,infiniflow/ragflow,90611,0,15
2026-09-13T17:47:29.177340+00:00,iwe-org/iwe,1641,1,6
2026-09-13T17:47:29.177340+00:00,mem0ai/mem0,65229,2,38
2026-09-13T17:47:29.177340+00:00,plastic-labs/honcho,7144,1,13
2026-09-13T17:47:29.177340+00:00,rohitg00/agentmemory,28400,6,35
2026-09-13T17:47:29.177340+00:00,smaramwbc/statewave,337,1,24
2026-09-13T17:47:29.177340+00:00,supermemoryai/supermemory,29653,0,10
2026-09-13T17:47:29.177340+00:00,thedotmack/claude-mem,93794,0,13
2026-09-13T17:47:29.177340+00:00,topoteretes/cognee,30665,0,14
2026-09-13T17:47:29.177340+00:00,volcengine/OpenViking,36987,0,25
2026-09-13T17:47:29.177340+00:00,AK-Switch/ak-switch,0,3,28
2026-09-13T17:47:29.177340+00:00,APIParkLab/APIPark,1815,4,1
2026-09-13T17:47:29.177340+00:00,BlockRunAI/ClawRouter,6592,3,28
2026-09-13T17:47:29.177340+00:00,DEEIX-AI/DEEIX-Chat,1456,4,38
2026-09-13T17:47:29.177340+00:00,LeenHawk/gproxy,235,0,26
2026-09-13T17:47:29.177340+00:00,NVIDIA-NeMo/Switchyard,3015,0,19
2026-09-13T17:47:29.177340+00:00,OpenCSGs/csglite,43,0,30
2026-09-13T17:47:29.177340+00:00,QuantumNous/new-api,48001,0,51
2026-09-13T17:47:29.177340+00:00,Xerxes-2/clewdr,1262,11,3
2026-09-13T17:47:29.177340+00:00,azrtydxb/Fastllm-proxy,105,1,13
2026-09-13T17:47:29.177340+00:00,diegosouzapw/OmniRoute,65617,1,22
2026-09-13T17:47:29.177340+00:00,duolahypercho/codex-router,3318,0,11
2026-09-13T17:47:29.177340+00:00,farion1231/cc-switch,132641,0,58
2026-09-13T17:47:29.177340+00:00,hkqr/my-free-code,635,4,0
2026-09-13T17:47:29.177340+00:00,inference-gateway/inference-gateway,212,1,35
2026-09-13T17:47:29.177340+00:00,lemony-ai/cascadeflow,3952,4,1
2026-09-13T17:47:29.177340+00:00,lidge-jun/opencodex,14514,0,15
2026-09-13T17:47:29.177340+00:00,mnfst/llm-gateway,7522,0,7
2026-09-13T17:47:29.177340+00:00,mnfst/manifest,7522,0,7
2026-09-13T17:47:29.177340+00:00,musistudio/claude-code-router,37219,3,55
2026-09-13T17:47:29.177340+00:00,routatic/proxy,969,2,10
2026-09-13T17:47:29.177340+00:00,router-for-me/EasyCLIProxyAPI,2123,0,44
2026-09-13T17:47:29.177340+00:00,smg-project/smg,522,0,4
2026-09-13T17:47:29.177340+00:00,tashfeenahmed/freellmapi,25948,0,19
2026-09-13T17:47:29.177340+00:00,vllm-project/semantic-router,5779,0,24
2026-09-13T17:47:29.177340+00:00,CoplayDev/unity-mcp,14178,7,16
2026-09-13T17:47:29.177340+00:00,IBM/mcp-context-forge,4466,0,9
2026-09-13T17:47:29.177340+00:00,Observal/Observal,2360,0,10
2026-09-13T17:47:29.177340+00:00,PrefectHQ/fastmcp,27643,1,24
2026-09-13T17:47:29.177340+00:00,a2aproject/A2A,25756,2,31
2026-09-13T17:47:29.177340+00:00,ag-ui-protocol/ag-ui,15869,1,28
2026-09-13T17:47:29.177340+00:00,agentclientprotocol/claude-agent-acp,2522,2,29
2026-09-13T17:47:29.177340+00:00,agentic-community/mcp-gateway-registry,912,2,30
2026-09-13T17:47:29.177340+00:00,anthropics/claude-plugins-official,36201,0,14
2026-09-13T17:47:29.177340+00:00,ascending-llc/jarvis-registry,2860,1,0
2026-09-13T17:47:29.177340+00:00,docker/mcp-registry,552,0,0
2026-09-13T17:47:29.177340+00:00,mcp-use/mcp-use,10619,1,23
2026-09-13T17:47:29.177340+00:00,modelcontextprotocol/python-sdk,24281,3,28
2026-09-13T17:47:29.177340+00:00,vercel-labs/skills,31538,1,77
2026-09-13T17:47:29.177340+00:00,1broseidon/ketch,556,3,7
2026-09-13T17:47:29.177340+00:00,21st-dev/magic-mcp,5858,3,1
2026-09-13T17:47:29.177340+00:00,ChromeDevTools/chrome-devtools-mcp,51819,0,15
2026-09-13T17:47:29.177340+00:00,ComposioHQ/composio,30158,0,9
2026-09-13T17:47:29.177340+00:00,Graphify-Labs/graphify,116365,0,29
2026-09-13T17:47:29.177340+00:00,MinishLab/semble,6063,1,8
2026-09-13T17:47:29.177340+00:00,PleasePrompto/notebooklm-mcp,3419,3,17
2026-09-13T17:47:29.177340+00:00,SawyerHood/dev-browser,6612,8,3
2026-09-13T17:47:29.177340+00:00,StarTrail-org/PixelRAG,9947,3,2
2026-09-13T17:47:29.177340+00:00,StuMason/coolify-mcp,590,2,2
2026-09-13T17:47:29.177340+00:00,ahujasid/blender-mcp,28436,6,14
2026-09-13T17:47:29.177340+00:00,colbymchenry/codegraph,70671,4,29
2026-09-13T17:47:29.177340+00:00,dmtrKovalenko/fff,10714,1,31
2026-09-13T17:47:29.177340+00:00,firecrawl/firecrawl,179852,0,9
2026-09-13T17:47:29.177340+00:00,firecrawl/firecrawl-mcp-server,7446,0,5
2026-09-13T17:47:29.177340+00:00,getmaxun/maxun,17439,0,1
2026-09-13T17:47:29.177340+00:00,getsentry/XcodeBuildMCP,6376,2,10
2026-09-13T17:47:29.177340+00:00,googleworkspace/cli,30980,8,12
2026-09-13T17:47:29.177340+00:00,h4ckf0r0day/obscura,26910,0,59
2026-09-13T17:47:29.177340+00:00,h5i-dev/h5i,639,0,1
2026-09-13T17:47:29.177340+00:00,jo-inc/camofox-browser,10981,2,100
2026-09-13T17:47:29.177340+00:00,joinly-ai/joinly,564,12,0
2026-09-13T17:47:29.177340+00:00,oomol-lab/open-connector,5713,0,13
2026-09-13T17:47:29.177340+00:00,rtk-ai/rtk,80163,0,19
2026-09-13T17:47:29.177340+00:00,steel-dev/steel-browser,7638,10,6
2026-09-13T17:47:29.177340+00:00,teng-lin/notebooklm-py,19299,1,7
2026-09-13T17:47:29.177340+00:00,tt-a1i/archify,60516,0,31
2026-09-13T17:47:29.177340+00:00,upstash/context7,61956,2,45
2026-09-13T17:47:29.177340+00:00,us/crw,984,0,7
2026-09-13T17:47:29.177340+00:00,vercel-labs/agent-browser,42493,0,29
2026-09-13T17:47:29.177340+00:00,xa11y/xa11y,71,2,16
2026-09-13T17:47:29.177340+00:00,NVIDIA/OpenShell,8595,0,21
2026-09-13T17:47:29.177340+00:00,agent-infra/sandbox,5905,2,4
2026-09-13T17:47:29.177340+00:00,arcboxlabs/arcbox,5623,2,3
2026-09-13T17:47:29.177340+00:00,astrid-runtime/astrid,10273,0,0
2026-09-13T17:47:29.177340+00:00,cofy-x/axern,59,1,25
2026-09-13T17:47:29.177340+00:00,mensfeld/code-on-incus,702,0,9
2026-09-13T17:47:29.177340+00:00,opensandbox-group/OpenSandbox,15159,0,17
2026-09-13T17:47:29.177340+00:00,pydantic/monty,8209,0,11
2026-09-13T17:47:29.177340+00:00,rivet-dev/agentos,4620,3,9
2026-09-13T17:47:29.177340+00:00,vndee/llm-sandbox,1119,3,1
2026-09-13T17:47:29.177340+00:00,2akouwu/reverify,1187,6,3
2026-09-13T17:47:29.177340+00:00,CopilotKit/aimock,920,0,3
2026-09-13T17:47:29.177340+00:00,Giskard-AI/giskard-oss,5813,4,4
2026-09-13T17:47:29.177340+00:00,Helicone/helicone,6153,1,13
2026-09-13T17:47:29.177340+00:00,IBM/AssetOpsBench,2289,0,12
2026-09-13T17:47:29.177340+00:00,comet-ml/opik,21990,0,6
2026-09-13T17:47:29.177340+00:00,confident-ai/deepeval,18249,0,24
2026-09-13T17:47:29.177340+00:00,coze-dev/coze-loop,5723,2,1
2026-09-13T17:47:29.177340+00:00,es617/claude-replay,829,15,1
2026-09-13T17:47:29.177340+00:00,evidentlyai/evidently,7912,2,2
2026-09-13T17:47:29.177340+00:00,future-agi/future-agi,1991,0,12
2026-09-13T17:47:29.177340+00:00,hoangsonww/Claude-Code-Agent-Monitor,995,0,9
2026-09-13T17:47:29.177340+00:00,ifixai-ai/iFixAi,14239,1,6
2026-09-13T17:47:29.177340+00:00,langwatch/langwatch,4756,0,3
2026-09-13T17:47:29.177340+00:00,latitude-dev/latitude-llm,4640,0,0
2026-09-13T17:47:29.177340+00:00,lmnr-ai/lmnr,3251,0,9
2026-09-13T17:47:29.177340+00:00,mlflow/mlflow,27936,0,18
2026-09-13T17:47:29.177340+00:00,openlit/openlit,2761,1,29
2026-09-13T17:47:29.177340+00:00,promptfoo/promptfoo,25061,0,5
2026-09-13T17:47:29.177340+00:00,pydantic/logfire,4474,0,10
2026-09-13T17:47:29.177340+00:00,simple10/agents-observe,674,8,3
2026-09-13T17:47:29.177340+00:00,truera/trulens,3547,1,18
2026-09-13T17:47:29.177340+00:00,NVIDIA/SkillSpector,17071,0,30
2026-09-13T17:47:29.177340+00:00,NVIDIA/garak,9225,3,27
2026-09-13T17:47:29.177340+00:00,PrismorSec/prismor,344,0,15
2026-09-13T17:47:29.177340+00:00,Tencent/AI-Infra-Guard,6255,2,22
2026-09-13T17:47:29.177340+00:00,arcjet/arcjet-js,682,0,2
2026-09-13T17:47:29.177340+00:00,eugene1g/agent-safehouse,2057,0,4
2026-09-13T17:47:29.177340+00:00,hashgraph-online/hol-guard,602,0,6
2026-09-13T17:47:29.177340+00:00,hoophq/hoop,810,1,7
2026-09-13T17:47:29.177340+00:00,kenryu42/claude-code-safety-net,1536,0,10
2026-09-13T17:47:29.177340+00:00,luckyPipewrench/pipelock,842,0,1
2026-09-13T17:47:29.177340+00:00,microsoft/agent-governance-toolkit,6253,0,13
2026-09-13T17:47:29.177340+00:00,nizos/tdd-guard,2340,6,1
2026-09-13T17:47:29.177340+00:00,sheeki03/tirith,2717,0,17
2026-09-13T17:47:29.177340+00:00,sipyourdrink-ltd/bernstein,1177,0,10
2026-09-13T17:47:29.177340+00:00,snyk/agent-scan,3034,2,8
2026-09-13T17:47:29.177340+00:00,superagent-ai/superagent,6745,19,2
2026-09-13T17:47:29.177340+00:00,toby-bridges/api-relay-audit,833,0,1
